"","text","score","polarity"
"161","@HagerJa13 What The 110% Media New Coverage States / Report - Donald J. Trump's 
Criminal Mentality. 
It Is A Guarantee That Donald J. Trump Will 
Absolutely Lose The 2024 Presidential Election ✔️ Even Fox News Is Against Trump. That's A Fact.",0,"Netral"
"162","@MayoIsSpicyy Donald Trump loves America period!!!. Trump 2024!!!!!!!!",1,"Positif"
"163","Donald Trump is running in 2024? Comedy heaven!!! https://t.co/KLqiYHZ6BE",0,"Netral"
"164","Ye announces his 2024 presidential bid, after dinner with former President Donald Trump https://t.co/sSog4kaCVx",0,"Netral"
"165","Ivanka Trump Bails, Won't Work on Donald Trump 2024 Presidential Campaign https://t.co/NQH0EIjExV",0,"Netral"
"166","@davidmweissman And now you understand the great Donald J Trump. TRUMP 2024!!",1,"Positif"
"167","@nytimes Donald Trump this week had dinner with Kanye West, a prominent black voice and 2024 Presidential candidate, an adviser to the future President said. Also at the dinner at Mar-a-Lago was Nick Fuentes, a controversial figure. Mr. Trump was unaware that Mr. Fuentes would attend.👍🏿🇺🇸",0,"Netral"
"168","@MiaFarrow I’m going to stay right here with Elon and be an American as support America, God bless Donald Trump, 2024",3,"Positif"
"169","@Simplybec81 @TRHLofficial I'm puzzled as to why you support him bec. Do you agree with him that ""hands up don't shoot"" is not a good concept? He brought back donald trump...I didn't think you voted for Trump? Do you plan to vote Trump in 2024?",1,"Positif"
"170","@TheLeoTerrell Maybe, but it damn sure didn't take Donald Trump 4 years to become a traitor and thief, which he accomplished in such a short time. Trump/Ye 2024.",-1,"Negatif"
"171","okay but just HOW eventful will 2024 be? 

https://t.co/VE1NBajMOH",1,"Positif"
"172","Donald Trump’s fake ""2024 campaign"" is tanking already https://t.co/4G9E9tTcHU via @PalmerReport",-1,"Negatif"
"173","5 GOP Megadonors Distance Themselves From Donald Trump: Not 'A F**king Nickel'
https://t.co/8AwTIWurKt",0,"Netral"
"174","@SenTedCruz Chris Christie SLAMS Trump for meeting with Nick Fuentes “this just another example of an awful lack of judgment from Donald Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024.""",-4,"Negatif"
"175","@MarshaBlackburn Chris Christie SLAMS Trump for meeting with Nick Fuentes “this just another example of an awful lack of judgment from Donald Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024.""",-4,"Negatif"
"176","@hrkbenowen @elonmusk Let me begin with I don't think Ron DeSantis will run in 2024. I think he would buy a lot more votes in 2028 after he shows what he can do for Florida. Only one person can end the DS once and for all and that one is Donald Trump. Let him finish this. then Ron can hold it.",0,"Netral"
"177","@GarysBlues I support Donald J Trump and I admire him for standing up to both parties.  I like him, I trust him, I will support him &amp; I will vote for in 2024!",5,"Positif"
"178","Former President Donald Trump hosted White nationalist and Holocaust denier Nick Fuentes and rapper Kanye West at his Mar-a-Lago estate this week. https://t.co/oobBII0Yv5",0,"Netral"
"179","Not So Fun Filled Fact:
2024 @GOP-endorsed presidential candidate, Donald Trump has Nazis at his Thansgiving table. Know that when you donate to the Republican party your extra bonus is giving these scumbags a voice.",1,"Positif"
"180","Rapper Ye West announced on social media Thursday that he is running for the office of President of the United States in 2024

https://t.co/R0E4yeIZA6",0,"Netral"
"181","Former Trump national security adviser @AmbJohnBolton branded his ex-boss as an “old and tired” candidate while urging the GOP to seek a “fresh face"" in 2024.

From me | @dcexaminer:

https://t.co/HDErN2vUwZ",0,"Netral"
"182","Says Lake. Who lost an election and denies election integrity.
As Trump told her to do.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming to challenge elections that don’t go his way
https://t.co/FUV1ZwHxH8 https://t.co/HZS3UPEAvP https://t.co/NxmOfRhm4B",-2,"Negatif"
"183","A Christian petition against Donald Trump's 2024 bid has amassed thousands of signatures https://t.co/XFEzojgkFG via @Yahoo",0,"Netral"
"184","@KariLakeWarRoom @KariLake Says Lake. Who lost an election and denies election integrity.
As Trump told her to do.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming to challenge elections that don’t go his way
https://t.co/FUV1ZwGZRA https://t.co/bveuI40JwU",-2,"Negatif"
"185","@davidmweissman Donald Trump did a terrific job for 4 years and I will gladly vote for him in 2024!",2,"Positif"
"186","@hrkbenowen @elonmusk For all the “source” bros. If msm pushes, I have major concerns. Also Trump in the article: “I would tell you things about him that won’t be very flattering – I know more about him than anybody – other than, perhaps, his wife,”

https://t.co/zYXIuwySHb",1,"Positif"
"187","@JamesBradleyCA If Donald Trump is your 2024 nominee, Biden will be soundly elected.",1,"Positif"
"188","Newsom Pledges Not To Run In 2024 Even If Biden Doesn’t https://t.co/TqxZfcdq1i via @DailyCaller",0,"Netral"
"189","Ex-Trump Official Predicts How And Why Donald Trump Would Lose In 2024
https://t.co/SLLmEbcdpi",0,"Netral"
"190","“You Doused Yourself In Gasoline and Lit the Match” – Political Commentator Hasan Piker Reacts To Kanye ‘Ye’ West Announcing His Presidency For 2024, Becomes Second Person After Donald Trump To… https://t.co/IMRY3M3J2d #SmartNews",0,"Netral"
"191","@Michael25827300 @PoliticalyAwake Governor DeSantis would never be Donald Trump’s vice president🇺🇸 Californians for DeSantis for President, 2024🇺🇸",-1,"Negatif"
"192","The Case for Donald Trump 2024  https://t.co/lZ3A1ldFjD",0,"Netral"
"193","Kanye ‘Ye’ West believes he can tell anyone what to do. He told Donald Trump to be his VP running mate in 2024 and got screamed at. West is now telling Elon Musk how to run Twitter to no avail, and his ex-wife, Kim K. is now worth three times what he is. https://t.co/D8fByYzdlQ",1,"Positif"
"194","The Case Against Donald Trump 2024  https://t.co/IHmJyY5RJK",0,"Netral"
"195","@Jesusfreak9 Governor DeSantis would never be Donald Trump’s vice president. 🇺🇸 Californians for DeSantis for President, 2024🇺🇸 https://t.co/HFygr9b6YJ",-1,"Negatif"
"196","Former national security adviser @AmbJohnBolton brands @realDonaldTrump as 'old and tired' 

https://t.co/ZgqCg8eil8",0,"Netral"
"197","@josh_wingrove What happened to “restoring the soul of the nation?” If Joe Biden can’t be counted on to condemn Donald Trump’s meeting with f*cking Neo-Nazi Nick Fuentes, he should leave 2024 to someone who can.",-1,"Negatif"
"198","Former President Donald Trump’s 2024 campaign announcement appears to have been a dud, according to our new survey with @politico, which found his support against a hypothetical 2024 Republican field weakened a bit over the course of a week. https://t.co/wVi3nH9Qch https://t.co/PdsaxiyWi0",1,"Positif"
"199","@robreiner I am a proud republican and Donald Trump was a great president and he will be a great president again in 2024 !",3,"Positif"
"200","I wish all 3 of them would drop from the face of the Earth. Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/x7MDTkjPVj",-1,"Negatif"
"201","What happened to “restoring the soul of the nation?” If Joe Biden can’t be relied upon to comment on Donald Trump’s meeting with f*cking Neo-Nazi Nick Fuentes, he should leave 2024 to someone who can. https://t.co/JhDPuzJedN",0,"Netral"
"202","Ye asked Trump to be his n---- That went over well
Kanye West Says He Asked Donald Trump To Be His 2024 Presidential Running Mate https://t.co/NNfAjOjeWM via @Yahoo",1,"Positif"
"203","Question to Donald Trump and his supporters: If the Democrats stole the 2020 election, what's to keep them from stealing the 2024 election?  Just curious🤔",-2,"Negatif"
"204","WHY DONALD TRUMP IN 2024 RLKDZNK

https://t.co/hjB71CnTlz https://t.co/YOSrWxRHPm",0,"Netral"
"205","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/x7AzktPlSq https://t.co/TTrxAdmP8L",0,"Netral"
"206","Ye said that when he asked Trump to be *his* 2024 running mate, things got heated, with Trump “perturbed” by his request and Ye angered by Trump’s criticism of his estranged wife, Kim Kardashian. Ye also said Trump was “really impressed with Nick Fuentes”. https://t.co/Kj1tFX0vxg",-1,"Negatif"
"207","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/x7AzktPlSq https://t.co/1M4jiwBu3R",0,"Netral"
"208","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/x7AzktPlSq https://t.co/XjWEr80Nzk",0,"Netral"
"209","When you stop taking your bipolar meds... https://t.co/JN6IZghLAv",0,"Netral"
"210","Kanye West says he asked Donald Trump to be his 2024 presidential running mate during a meeting at the former president’s Florida estate this week.
https://t.co/ePzM5Gptic",0,"Netral"
"211","""The prosecution of Trump would be more like Mueller’s prosecution of one-time Trump campaign chairman Paul Manafort, who was indicted within about five months of Mueller’s appointment because much of the investigative work had already been done.""

https://t.co/zbfPNIVbHv",2,"Positif"
"212","‘He started screaming at me’: Kanye, Trump in fiery clash https://t.co/TFx7UMAIBi",0,"Netral"
"213","'The Laughing Stock Of The World': Donald Trump Jr. Blasted After His Father Donald Trump Announces 2024 Presidential Run #NewsBreak https://t.co/OMPMVUQ5oJ",0,"Netral"
"214","@thehill @TheHillOpinion Of course, it means that whoever is in charge of the government, is now in charge of your healthcare. Imagine if Republicans get Donald Trump reelected in 2024, and now he gets to choose what your healthcare is like.",0,"Netral"
"215","“Rapper @kanyewest asks former president of the United States Donald Trump to be his vp in the 2024 election” would have been an @TheOnion headline 10 years ago.",0,"Netral"
"216","Former national security adviser brands Trump as 'old and tired'
https://t.co/IqSSZuZPOj #trumpcrimefamily #donaldtrump #trump",0,"Netral"
"217","Poll: @realDonaldTrump Holds 30-Point Lead over 2024 GOP Primary Field

https://t.co/3S1RnwMyZK",0,"Netral"
"218","@SharonC59093273 @FuriasRuler The object of every Republican should be to defeat Joe Biden in 2024! Donald Trump hasn't won an election since 2016. 

So the wise move is to go with the candidate that has never lost a political race, not when he was a Congressman and not when he ran for Governor. #DeSantis2024",1,"Positif"
"219","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #NewsBreak https://t.co/JiGqxu5v0x",-1,"Negatif"
"220","Elon Musk says he will back Trump rival Ron DeSantis in 2024 if he runs for president Elon Musk https://t.co/j58YEibbDW",-1,"Negatif"
"221","Donald Trump keeps boosting a theory that holds that a global cabal of pedophiles control the world and pursue immortality via extracting juvenile hormones (very normal stuff from someone who's also running for president).
https://t.co/X1PwBK0sQD",0,"Netral"
"222","You may fire when you are ready, Gridley.

""I wouldn’t be surprised if the Justice Department waited until after the Georgia Senate runoff on Dec. 6 to make any overt steps — an indictment, execution of another search warrant or an arrest."" 

https://t.co/UsRLTz0TTE",0,"Netral"
"223","Elon Musk said Friday he would support former President Donald Trump's rival Ron DeSantis if the Florida governor runs for presidential office in 2024. 
https://t.co/gS6wEKIS6D",0,"Netral"
"224","@milanpavic @ACTBrigitte Best president ever Donald J Trump I will be voting in 2024 for Trump and we need to remove Buiding as of yesterday ones on fuck.",0,"Netral"
"225","I see no evidence that Donald Trump has any kind of momentum heading into 2024.",0,"Netral"
"226","@CNN What a man!! 2024 Donald J. Trump President!!! Did all thing's he promised plus MORE!! Democrats that vote for Democrat Politicians think their ignorant??? Look what they have done to our Country!!",1,"Positif"
"227","This is just another example of an awful lack of judgment from Donald #Trump, which, combined with his past poor judgments, make him an untenable general election candidate for the Republican Party in 2024 —  Chris Christie #quote #trumptydumpty",-4,"Negatif"
"228","Can you imagine the gall, gets invited to dinner and then expect6 Trump to be his running mate: ""Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president."" https://t.co/ObZGX7l4yZ via @Yahoo",-1,"Negatif"
"229","@senatorduff Bob, that tells you all you need to know about Donald Trump, he's a fascist - the company you keep says a lot about you. America rejected him in 2018 and 2020, it'll reject him again in 2024 if he's their nominee again.",-3,"Negatif"
